FID	Number_of	Bee_Family	Bee_Genus	Subgenus	Species	Subspecies	Location_D	Date	Floral_Hos
9474	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	13-May-02	Heterotheca villosa
9475	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	18-Jun-02	Heterotheca villosa
9476	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	24-May-02	Heterotheca villosa
9477	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	7-Jun-00	Hymenopappus filifolius
9478	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	22-May-03	Hymenoxys acaulis
9479	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	7-Jun-00	Melilotus officinalis
9480	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	1-May-01	No Floral Record
9481	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	11-Aug-03	No Floral Record
9482	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	13-Jul-00	No Floral Record
9483	5	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	13-May-02	No Floral Record
9484	9	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	7-Jun-00	Opuntia erinacea
9485	7	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	13-May-02	Opuntia polyacantha
9486	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	14-May-01	Opuntia polyacantha
9487	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	18-Jun-02	Opuntia polyacantha
9488	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	19-Jun-01	Opuntia polyacantha
9489	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	2-Jun-03	Opuntia polyacantha
9490	4	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	7-Jun-00	Opuntia polyacantha
9491	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	9-Jul-02	Opuntia polyacantha
9492	3	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	28-May-01	Opuntia sp.
9493	5	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	7-Jun-00	Opuntia sp.
9494	4	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	7-Jun-00	Penstemon eatonii
9495	4	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	7-Jun-00	Penstemon palmeri
9496	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	22-May-03	Salix exigua
9497	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	1-May-01	Sclerocactus whipplei
9498	22	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	13-May-02	Sphaeralcea grossulariifolia
9499	4	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	14-May-01	Sphaeralcea grossulariifolia
9500	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	18-Jun-02	Sphaeralcea grossulariifolia
9501	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	19-Jun-01	Sphaeralcea grossulariifolia
9502	10	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	24-May-02	Sphaeralcea grossulariifolia
9503	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	28-May-01	Sphaeralcea grossulariifolia
9504	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	7-Jun-00	Sphaeralcea grossulariifolia
9505	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	7-Jun-02	Sphaeralcea grossulariifolia
9506	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	18-Jun-03	Sphaeralcea sp.
9507	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	2-Jun-03	Stanleya pinnata
9508	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	7-Jun-00	Stanleya pinnata
9509	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Calf Creek	7-Jun-02	Stanleya pinnata
9511	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Carly Knoll, 2.5 mi SW	24-Jun-02	Sphaeralcea grossulariifolia
9512	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Cougar Knoll, 0.61mi SSW	31-May-00	Asteraceae sp. (yellow)
9513	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Cougar Knoll, 0.61mi SSW	31-May-00	Cleome lutea
9514	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Cougar Knoll, 0.61mi SSW	15-Aug-02	Erigeron sp.
9515	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Cougar Knoll, 0.61mi SSW	15-Aug-02	Heterotheca villosa
9516	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Cougar Knoll, 0.61mi SSW	16-Jun-00	Marrubium vulgare
9517	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Cougar Knoll, 0.61mi SSW	31-May-00	No Floral Record
9518	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Cougar Knoll, 0.73 mi SSE	30-May-00	Erigeron compositus
9519	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Cougar Knoll, 0.73 mi SSE	29-May-01	No Floral Record
9520	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Cougar Knoll, 0.77 mi SSW	31-May-00	Penstemon eatonii
9521	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Cougar Knoll, 0.97 mi NW	31-May-00	Opuntia sp.
9522	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Cougar Knoll, 0.97 mi SSE	30-May-00	No Floral Record
9523	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Cougar Knoll, 0.97 mi SSE	6-May-02	Oenothera sp.
9524	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Cougar Knoll, 0.97 mi SSE	30-May-00	Senecio multilobatus
9525	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Cougar Knoll, 0.97 mi SSE	5-Jun-02	Senecio multilobatus
9526	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Cougar Knoll, 1.28 mi SW	14-Jun-00	Cirsium sp.
9527	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Cougar Knoll, 1.28 mi SW	15-Aug-02	Cirsium sp.
9528	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Cougar Knoll, 1.28 mi SW	31-May-00	Penstemon eatonii
9529	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Cougar Knoll, 1.32 mi SSW	16-Jun-00	Gilia aggregata
9530	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Cougar Knoll, 1.32 mi SSW	23-Aug-00	No Floral Record
9531	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Cougar Knoll, 1.32 mi SSW	20-Jun-02	Sphaeralcea sp.
9532	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Cougar Knoll, near	30-May-00	Opuntia sp.
9533	3	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Deer Springs Pt, 0.11 mi W	28-May-02	Opuntia polyacantha
9534	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Deer Springs Pt, 0.4 mi SE	24-Jun-02	Opuntia polyacantha
9535	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Dog Flat, 2.2 mi SE	17-May-02	Astragalus sp.
9536	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Drill Hole, 1.09 mi NW	16-May-02	Sphaeralcea grossulariifolia
9537	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Drill Hole, 1.09 mi NW	30-May-02	Sphaeralcea grossulariifolia
9538	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Drip Tank	13-Jul-02	Cirsium sp.
9539	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Drip Tank	26-Jun-02	Melilotus alba
9540	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Drip Tank	16-May-03	No Floral Record
9541	4	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Drip Tank, 0.83 mi NE	13-Jun-02	Tamarix sp.
9542	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Dry Fork	22-May-00	Psoralea lanceolata
9543	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Dry Fork, N	1-May-00	Phacelia heterophylla
9544	1	Megachilidae	Dianthidium	(Dianthidium)	parvum	 	Duffy Mesa, 1.8 mi NNW	14-Aug-01	Heterotheca villosa
9545	2	Megachilidae	Dianthidium	(Dianthidium)	parvum	 	Duffy Mesa, 1.8 mi NNW	17-Jun-03	Heterotheca villosa
9546	1	Megachilidae	Dianthidium	(Dianthidium)	parvum	 	Duffy Mesa, 1.8 mi NNW	25-Jul-01	Heterotheca villosa
9547	1	Megachilidae	Dianthidium	(Dianthidium)	parvum	 	Duffy Mesa, 1.8 mi NNW	26-Jul-01	Heterotheca villosa
9548	1	Megachilidae	Dianthidium	(Dianthidium)	parvum	 	Duffy Mesa, 1.8 mi NNW	28-Aug-01	Heterotheca villosa
9549	3	Megachilidae	Dianthidium	(Dianthidium)	parvum	 	Duffy Mesa, 1.8 mi NNW	3-Jul-03	Heterotheca villosa
9550	7	Megachilidae	Dianthidium	(Dianthidium)	parvum	 	Duffy Mesa, 1.8 mi NNW	7-Jun-01	Hymenopappus filifolius
9551	1	Megachilidae	Dianthidium	(Dianthidium)	parvum	 	Duffy Mesa, 1.8 mi NNW	15-Sep-03	Machaeranthera canescens
9552	1	Megachilidae	Dianthidium	(Dianthidium)	parvum	 	Duffy Mesa, 1.8 mi NNW	14-Aug-01	No Floral Record
9553	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	7-Jun-02	Asclepias speciosa
9554	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	30-Apr-01	No Floral Record
9555	4	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	24-May-02	Opuntia polyacantha
9556	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	24-May-02	Sphaeralcea coccinea
9557	4	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	13-May-02	Tamarix sp.
9558	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	18-Jun-02	Tamarix sp.
9559	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	7-Jun-02	Tamarix sp.
9560	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Escalante Riv., jct Death Hollow, 1.3 mi W	30-Apr-01	Lepidium montanum
9561	3	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Escalante Riv., jct Death Hollow, 1.3 mi W	13-May-02	Melilotus officinalis
9562	5	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Escalante Riv., jct Death Hollow, 1.3 mi W	13-May-02	Sphaeralcea coccinea
9563	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Escalante Riv., jct Death Hollow, 1.3 mi W	21-Aug-02	Stephanomeria exigua
9564	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Escalante Riv., jct Death Hollow, 1.3 mi W	13-May-02	Tamarix sp.
9565	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Escalante Riv., jct Death Hollow, 1.3 mi W	15-Jul-02	Tamarix sp.
9566	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Escalante Riv., jct Death Hollow, 1.3 mi W	18-Jun-02	Tamarix sp.
9567	5	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Escalante River	28-May-01	Opuntia polyacantha
9568	3	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Escalante River	28-May-01	Poliomintha incana
9569	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Escalante River, jct Hwy 12	7-Jun-00	Cirsium sp.
9570	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Escalante River, jct Hwy 12	7-Jun-00	Tamarix sp.
9571	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Escalante River, jct. Hwy 12	22-May-03	Gaillardia pinnatifida
9572	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Escalante River, jct. Hwy 12	22-May-03	Hymenopappus filifolius
9573	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Escalante River, jct. Hwy 12	22-May-03	Hymenoxys acaulis
9574	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Escalante River, jct. Hwy 12	22-May-03	Sphaeralcea sp.
9576	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Escalante, 17 mi W	20-Jun-00	No Floral Record
9577	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Fiftymile Pt., 3.5 mi W	4-Jun-02	No Floral Record
9578	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Fiftymile Pt., 3.5 mi W	4-Jun-02	Opuntia polyacantha
9579	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Georgie Hollow, 0.6 mi NE	15-Jun-01	Opuntia sp.
9580	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Georgie Hollow, 1 mi E	29-May-00	Cryptantha pterocarya
9581	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Horse Cyn.	20-May-02	Fallugia paradoxa
9598	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Jody's Knoll, 1.0 mi SSW	11-Jun-02	Cleome lutea
9599	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Jody's Knoll, 1.0 mi SSW	11-Jun-02	Lupinus argenteus
9600	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Kitchen Corral Spr., 1.0 mi N	15-May-02	Asteraceae sp. (yellow)
9601	5	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Kitchen Corral Spr., 1.0 mi N	18-Jul-02	Asteraceae sp. (yellow)
9602	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Kitchen Corral Spr., 1.0 mi N	29-May-02	Chaenactis douglasii
9603	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Kitchen Corral Spr., 1.0 mi N	12-Jun-02	Cirsium calcareum
9604	3	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Kitchen Corral Spr., 1.0 mi N	25-Jun-02	Cirsium calcareum
9605	3	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Kitchen Corral Spr., 1.0 mi N	12-Jun-02	Cirsium sp.
9606	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Kitchen Corral Spr., 1.0 mi N	15-May-02	Descurainia sophia
9607	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Kitchen Corral Spr., 1.0 mi N	12-Jun-02	Gilia aggregata
9608	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Kitchen Corral Spr., 1.0 mi N	15-May-02	No Floral Record
9609	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Kitchen Corral Spr., 1.0 mi N	18-Jul-02	Penstemon eatonii
9610	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Kitchen Corral Spr., 1.0 mi N	29-May-02	Penstemon eatonii
9611	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Kitchen Corral Spr., 1.0 mi N	12-Jun-02	Penstemon palmeri
9612	4	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Kitchen Corral Spr., 1.0 mi N	13-Jun-02	Penstemon palmeri
9613	4	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Kitchen Corral Spr., 1.0 mi N	29-May-02	Penstemon palmeri
9614	3	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Kitchen Corral Spr., 1.0 mi N	29-May-02	Penstemon sp.
9615	3	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Kitchen Corral Spr., 1.0 mi N	29-May-02	Penstemon sp. (purple)
9616	9	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Kitchen Corral Spr., 1.0 mi N	12-Jun-02	Senecio douglasii
9617	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Kitchen Corral Spr., 1.0 mi N	12-Jun-02	Tamarix sp.
9618	4	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Kitchen Corral Spr., 1.0 mi N	25-Jun-02	Tamarix sp.
9619	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Kitchen Corral Spr., 1.0 mi N	29-May-02	Tamarix sp.
9620	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Lampstand, 0.9 mi SE	25-May-00	Melilotus officinalis
9621	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Lampstand, 0.9 mi SE	25-May-00	No Floral Record
9622	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Lampstand, 0.9 mi SE	25-May-00	No Floral Record
9623	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Lampstand, 4.7 mi S	16-Jun-03	Salsola pestifer
9624	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Left Hand Collet Cyn, 1.5 mi SE	23-May-00	Asteraceae sp. (white)
9625	6	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Left Hand Collet Cyn, 1.5 mi SE	23-May-00	Opuntia sp.
9626	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Left Hand Collet Cyn, 2.7 mi SE	5-Jul-01	Cirsium calcareum
9627	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Left Hand Collet Cyn, 2.7 mi SE	2-May-00	Cryptantha sp.
9628	7	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Left Hand Collet Cyn, 2.7 mi SE	2-May-00	Erysimum asperum
9629	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Left Hand Collet Cyn, 2.7 mi SE	23-May-00	Opuntia erinacea
9630	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Left Hand Collet Cyn, 2.7 mi SE	23-May-00	Opuntia sp.
9631	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Left Hand Collet Cyn, 2.7 mi SE	23-May-00	Opuntia sp.
9632	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Left Hand Collet Cyn, 2.7 mi SE	2-May-00	Physaria newberryi
9633	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Left Hand Collet Cyn, 3 mi E	23-May-00	Opuntia erinacea
9634	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Left Hand Collet Cyn, 3 mi E	23-May-00	Opuntia erinacea
9635	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Left Hand Collet Cyn, 3 mi E	23-May-00	Opuntia sp.
9636	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Left Hand Collet Cyn, 3 mi E	23-May-00	Opuntia sp.
9637	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Left Hand Collet Cyn, 3 mi SE	23-May-00	Opuntia erinacea
9638	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Lick Wash	5-Aug-03	Cirsium sp.
9639	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Lick Wash	28-May-02	Descurainia sophia
9640	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Lick Wash	14-May-02	Gilia aggregata
9641	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Lick Wash	28-May-02	Lupinus sp.
9642	6	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Lick Wash	11-Jun-02	Melilotus officinalis
9643	3	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Lick Wash	14-May-02	No Floral Record
9644	5	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Lick Wash	28-May-02	Penstemon sp. (red)
9645	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Lick Wash	26-Jun-03	Sphaeralcea sp.
9646	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Lick Wash	11-Jun-02	Stanleya pinnata
9647	5	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Lick Wash	24-Jun-02	Stanleya pinnata
9648	1	Colletidae	Colletes	 	sp. 1	 	Long Canyon	6-Jun-02	Tamarix sp.
9649	3	Colletidae	Colletes	 	sp. 2 (aff. petalostemonis)	 	Long Canyon	7-Jun-03	Psoralidium lanceolatum
9650	1	Colletidae	Colletes	 	sp. 2 (aff. petalostemonis)	 	Long Canyon	18-Jun-03	Sphaeralcea grossulariifolia
9651	1	Colletidae	Colletes	 	sphaeralceae	 	Long Canyon	7-Jun-03	Sphaeralcea sp.
9652	1	Colletidae	Hylaeus	(Hylaeus)	leptocephalus	 	Long Canyon	1-Sep-03	Ericameria nauseosa
9653	2	Colletidae	Hylaeus	(Hylaeus)	leptocephalus	 	Long Canyon	1-Sep-03	Melilotus alba
9654	1	Colletidae	Hylaeus	(Hylaeus)	leptocephalus	 	Long Canyon	1-Sep-03	Melilotus sp.
9655	1	Colletidae	Hylaeus	(Hylaeus)	mesillae	cressoni	Long Canyon	15-Sep-03	Eriogonum corymbosum
9656	1	Colletidae	Hylaeus	(Hylaeus)	mesillae	cressoni	Long Canyon	1-Sep-03	Melilotus sp.
9657	2	Colletidae	Hylaeus	(Hylaeus)	mesillae	cressoni	Long Canyon	1-Sep-03	No Floral Record
9658	3	Colletidae	Hylaeus	(Hylaeus)	sp. 1 (aff. mesillae)	 	Long Canyon	8-Jun-00	Penstemon palmeri
9659	10	Colletidae	Hylaeus	(Paraprosopis)	megalotis	 	Long Canyon	1-Sep-03	Ericameria nauseosa
9660	1	Colletidae	Hylaeus	(Paraprosopis)	megalotis	 	Long Canyon	31-Aug-00	Ericameria nauseosa
9661	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Long Cyn, 0.8 mi NNW mouth	31-Aug-00	Chrysothamnus sp.
9662	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Long Cyn, 0.8 mi NNW mouth	26-May-00	Cryptantha pterocarya
9663	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Long Cyn, 0.8 mi NNW mouth	10-May-01	Cryptantha sp.
9664	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Long Cyn, 0.8 mi NNW mouth	26-May-00	Opuntia polyacantha
9665	15	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Long Cyn, 0.8 mi NNW mouth	8-Jun-00	Poliomintha incana
9666	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Lower Coyote Spr., 1.0 mi S	17-May-02	Tamarix sp.
9667	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	McGath Point, SW	23-May-03	Sphaeralcea sp.
9668	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Mollie's Nipple, 1.7 mi NW	30-May-02	Sphaeralcea coccinea
9669	5	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Mollie's Nipple, 1.8 mi NW	30-May-02	Opuntia polyacantha
9670	5	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Mollie's Nipple, 4.1 mi E	12-Jun-02	Chaenactis douglasii
9671	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Mollie's Nipple, 4.1 mi E	30-May-02	Chaenactis douglasii
9672	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Mollie's Nipple, 4.1 mi E	15-May-02	No Floral Record
9673	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Mollie's Nipple, 4.1 mi E	30-May-02	No Floral Record
9674	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Mollie's Nipple, 4.1 mi E	30-May-02	Penstemon sp.
9675	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Mollie's Nipple, 4.1 mi E	15-May-02	Sphaeralcea coccinea
9676	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Mollie's Nipple, 4.1 mi E	12-Jun-02	Sphaeralcea grossulariifolia
9677	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Mudhole Spr., 0.08 mi NNW	30-May-01	Cleome lutea
9678	4	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Nipple Lake, 0.5 mi W	30-May-02	Opuntia polyacantha
9679	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Nipple Spr., 1.0 mi E	30-May-02	Tamarix sp.
9680	3	Apidae	Ceratina	(Zadontomerus)	pacifica	 	No Man's Mesa	31-May-02	Opuntia polyacantha
9681	4	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Paradise Canyon	11-Jun-02	Hymenopappus filifolius
9682	6	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Paradise Canyon	29-May-02	Hymenopappus filifolius
9683	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Paradise Canyon	26-May-03	No Floral Record
9684	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Paradise Canyon	26-May-03	Opuntia polyacantha
9685	9	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Paradise Canyon	29-May-02	Opuntia polyacantha
9686	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Paradise Canyon	11-Jun-02	Phacelia sp.
9687	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Paradise Canyon	12-May-03	Sclerocactus whipplei
9688	3	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Paradise Canyon	11-Jun-02	Tamarix sp.
9689	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Paradise Canyon	26-Jun-02	Tamarix sp.
9690	3	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Paradise Canyon	29-May-02	Tamarix sp.
9691	3	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Paria River, jct Cottonwood Wash	12-Jun-02	Tamarix sp.
9692	4	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Pioneer Mesa, 1.7 mi WSW	25-May-00	Asteraceae sp. (yellow)
9693	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Pioneer Mesa, 1.7 mi WSW	14-Sep-00	Ericameria nauseosa
9694	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Pioneer Mesa, 1.7 mi WSW	25-May-00	No Floral Record
9695	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Pioneer Mesa, 1.7 mi WSW	25-May-00	Opuntia sp.
9696	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Pioneer Mesa, 1.7 mi WSW	25-May-00	Stanleya pinnata
9697	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Pioneer Mesa, 1.7 mi WSW	7-Jun-01	Stanleya pinnata
9698	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Pioneer Mesa, 2.3 mi S	20-May-02	Sphaeralcea grossulariifolia
9699	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Pool Hollow, nr.	30-May-01	Brassicaceae sp.
9700	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Pool Hollow, nr.	30-May-01	Sisymbrium altissimum
9701	1	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Rainbow Pt., 3.6 mi SE	14-May-02	Senecio multilobatus
9702	3	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Red Wash, 2.6 mi SSE Carly Knoll	6-Jun-01	Opuntia erinacea
